 /*  opinionesUsuario.csv: datos generados por la información recibida de los logs de aplicaciones, columnas: usuario, aplicacion, opinion o valoración de usuario 

    Copyright (C) 2016  Natividad Crespo Belver. 
    Proyecto desarrollado como parte del TFG en la Universidad Internacional de la Rioja

    This program is free software: you can redistribute it and/or modify
    it under the terms of the GNU General Public License as published by
    the Free Software Foundation, either version 3 of the License, or
473687,2,1.0 
473687,4,1.0 
473684,8,4.0 
473683,2,6.0 
473680,4,4.0 
473679,7,4.0 
473678,4,10.0 
473678,3,4.0 
473677,9,10.0 
473673,9,4.0 
473672,4,1.0 
473670,4,4.0 
473670,8,6.0 
473666,9,1.0 
473663,9,1.0 
473662,3,4.0 
473657,1,1.0 
473657,9,10.0 
473656,4,6.0 
473656,9,10.0 
473650,2,6.0 
473647,5,10.0 
473645,6,10.0 
473641,8,1.0 
473639,2,10.0 
473638,3,1.0 
473635,6,1.0 
473635,8,6.0 
473634,5,6.0 
473632,8,4.0 
473631,9,1.0 
473628,2,10.0 
473626,5,10.0 
473626,2,1.0 
473626,2,1.0 
473624,8,4.0 
473623,9,4.0 
473618,7,4.0 
473617,7,1.0 
473617,2,10.0 
473614,3,1.0 
473613,8,1.0 
473613,4,6.0 
473613,1,1.0 
473611,7,3.5 
473611,7,3.5 
473610,2,1.0 
473609,1,5.5 
473609,1,5.5 
473608,6,6.0 
473607,1,10.0 
473606,9,1.0 
473605,1,6.0 
473604,2,10.0 
473602,9,10.0 
473600,4,4.0 
473599,8,1.0 
473599,4,6.0 
473598,5,6.0 
473598,3,1.0 
473598,1,6.0 
473598,6,1.0 
473597,6,4.0 
473596,7,1.0 
473594,2,4.0 
473594,9,1.0 
473593,7,4.0 
473591,1,6.0 
473589,8,6.0 
473587,4,10.0 
473587,6,4.0 
473586,1,1.0 
473585,8,6.0 
473585,2,4.0 
473584,1,6.0 
473583,9,1.0 
473583,6,10.0 
473581,4,5.5 
473581,4,5.5 
473580,4,1.0 
473577,7,10.0 
473574,9,4.0 
473573,8,10.0 
473572,4,1.0 
473571,7,6.0 
473571,4,8.0 
473571,4,8.0 
473570,4,1.0 
473568,1,6.0 
473567,8,6.0 
473566,8,4.0 
473565,2,10.0 
473564,5,4.0 
473563,4,4.0 
473562,7,6.0 
473561,5,1.0 
473560,9,10.0 
473559,5,6.0 
473558,3,6.0 
473555,7,1.0 
473554,6,1.0 
473554,4,6.0 
473553,1,6.0 
473553,8,10.0 
473553,4,10.0 
473553,5,10.0 
473552,1,10.0 
473548,6,4.0 
473547,3,1.0 
473546,8,6.0 
473546,5,4.0 
473545,9,1.0 
473544,9,6.0 
473544,7,1.0 
473543,9,1.0 
473542,9,1.0 
473541,7,4.0 
473541,8,6.0 
473538,4,4.0 
473536,1,1.0 
473535,7,4.0 
473533,8,10.0 
473533,9,8.0 
473533,9,8.0 
473533,7,4.0 
473532,5,4.0 
473530,1,6.0 
473530,8,6.0 
473528,3,6.0 
473527,6,6.0 
473526,9,4.0 
473526,3,4.0 
473525,6,4.0 
473525,7,10.0 
473524,2,10.0 
473523,5,10.0 
473522,1,10.0 
473521,7,4.0 
473521,8,4.0 
473520,8,6.0 
473515,7,4.0 
473514,6,10.0 
473514,1,4.0 
473513,6,4.0 
473513,5,10.0 
473512,9,6.0 
473511,6,4.0 
473511,5,10.0 
473510,3,1.0 
473509,9,10.0 
473509,1,10.0 
473509,2,6.0 
473508,5,4.0 
473505,2,10.0 
473504,5,1.0 
473502,9,4.0 
473501,5,1.0 
473500,7,10.0 
473499,2,10.0 
473497,2,4.0 
473497,1,1.0 
473496,4,4.0 
473495,3,1.0 
473493,8,6.0 
473490,6,4.0 
473488,6,6.0 
473487,9,10.0 
473484,3,4.0 
473482,4,3.5 
473482,4,3.5 
473479,3,6.0 
473477,3,4.0 
473476,7,1.0 
473476,2,6.0 
473475,6,1.0 
473472,3,10.0 
473469,8,6.0 
473468,5,4.0 
473467,8,4.0 
473466,9,6.0 
473465,3,6.0 
473459,3,6.0 
473459,1,10.0 
473458,8,10.0 
473458,2,1.0 
473457,9,1.0 
473456,5,6.0 
473455,2,10.0 
473453,1,6.0 
473452,9,1.0 
473450,9,10.0 
473450,3,6.0 
473449,9,6.0 
473447,4,1.0 
473445,7,1.0 
473445,3,10.0 
473444,7,10.0 
473443,9,10.0 
473442,1,10.0 
473442,6,4.0 
473442,2,1.0 
473441,8,6.0 
473440,7,10.0 
473440,9,10.0 
473440,5,10.0 
473437,9,10.0 
473435,3,6.0 
473435,6,1.0 
473435,8,6.0 
473434,6,6.0 
473434,8,1.0 
473433,8,10.0 
473431,9,1.0 
473429,2,10.0 
473428,5,4.0 
473425,8,4.0 
473424,1,6.0 
473424,7,10.0 
473424,4,6.0 
473423,9,1.0 
473422,5,4.0 
473421,9,6.0 
473420,4,1.0 
473420,7,4.0 
473420,2,1.0 
473420,3,4.0 
473419,1,1.0 
473418,2,10.0 
473417,8,4.0 
473417,7,1.0 
473417,4,10.0 
473416,9,4.0 
473415,8,1.0 
473415,2,1.0 
473415,6,10.0 
473413,4,10.0 
473412,7,6.0 
473410,1,10.0 
473402,3,10.0 
473401,7,6.0 
473397,5,4.0 
473397,2,1.0 
473396,3,1.0 
473393,6,4.0 
473390,1,6.0 
473389,4,4.0 
473388,1,4.0 
473386,4,4.0 
473386,9,6.0 
473384,2,1.0 
473383,2,4.0 
473380,5,4.0 
473380,1,10.0 
473380,5,4.0 
473380,5,4.0 
473377,8,4.0 
473377,5,1.0 
473376,3,10.0 
473375,8,10.0 
473374,9,4.0 
473373,3,4.0 
473373,9,10.0 
473371,3,1.0 
473371,5,1.0 
473371,4,10.0 
473371,8,4.0 
473369,1,1.0 
473369,5,6.0 
473366,5,1.0 
473366,6,6.0 
473364,6,1.0 
473364,4,10.0 
473363,6,6.0 
473363,2,6.0 
473360,9,1.0 
473358,6,6.0 
473358,7,10.0 
473357,7,1.0 
473357,5,10.0 
473357,3,1.0 
473356,3,10.0 
473355,3,1.0 
473355,5,6.0 
473352,3,10.0 
473352,9,10.0 
473351,1,1.0 
473351,8,1.0 
473349,4,10.0 
473346,8,1.0 
473346,1,8.0 
473346,1,8.0 
473345,2,1.0 
473344,4,4.0 
473343,7,4.0 
473341,5,6.0 
473340,4,4.0 
473340,6,6.0 
473339,2,4.0 
473338,4,10.0 
473337,4,4.0 
473335,9,6.0 
473330,9,4.0 
473328,9,3.5 
473328,9,3.5 
473328,5,10.0 
473327,6,6.0 
473326,5,10.0 
473326,7,4.0 
473324,6,10.0 
473322,2,1.0 
473322,1,6.0 
473321,6,10.0 
473321,5,4.0 
473320,9,4.0 
473320,3,10.0 
473318,1,1.0 
473317,3,6.0 
473316,5,4.0 
473315,9,1.0 
473309,8,6.0 
473309,7,1.0 
473309,4,10.0 
473307,4,1.0 
473306,3,10.0 
473305,7,10.0 
473305,3,1.0 
473304,5,6.0 
473303,9,10.0 
473301,5,6.0 
473301,3,6.0 
473301,9,10.0 
473298,7,1.0 
473296,5,4.0 
473295,6,4.0 
473293,1,1.0 
473293,6,6.0 
473292,2,6.0 
473290,3,10.0 
473287,9,6.0 
473287,2,4.0 
473286,9,1.0 
473285,1,6.0 
473285,4,1.0 
473284,9,6.0 
473281,7,1.0 
473277,2,6.0 
473277,4,1.0 
473276,3,10.0 
473276,6,6.0 
473273,3,10.0 
473269,3,10.0 
473264,2,1.0 
473262,7,2.5 
473262,6,1.0 
473262,7,2.5 
473260,6,1.0 
473259,2,1.0 
473259,1,4.0 
473258,2,6.0 
473258,4,10.0 
473257,9,4.0 
473256,1,6.0 
473255,6,1.0 
473255,2,1.0 
473254,8,1.0 
473254,3,4.0 
473253,9,4.0 
473252,7,6.0 
473251,4,1.0 
473249,4,6.0 
473247,4,6.0 
473245,7,4.0 
473245,9,4.0 
473244,5,1.0 
473243,4,7.0 
473243,5,10.0 
473243,4,7.0 
473242,5,4.0 
473242,3,1.0 
473241,5,1.0 
473240,5,4.0 
473240,1,1.0 
473238,9,10.0 
473238,4,6.0 
473234,7,6.0 
473231,4,10.0 
473231,3,6.0 
473231,6,10.0 
473229,2,4.0 
473225,4,6.0 
473224,8,6.0 
473222,5,10.0 
473221,8,10.0 
473220,6,4.0 
473220,8,10.0 
473218,8,1.0 
473216,3,10.0 
473215,1,4.0 
473213,5,6.0 
473208,3,4.0 
473208,6,10.0 
473207,1,10.0 
473206,4,1.0 
473206,8,6.0 
473204,2,10.0 
473202,3,4.0 
473199,7,1.0 
473199,4,4.0 
473199,8,6.0 
473198,4,8.0 
473198,4,8.0 
473197,6,4.0 
473196,8,6.0 
473196,8,6.0 
473194,1,4.0 
473191,1,6.0 
473191,6,10.0 
473186,9,10.0 
473185,1,10.0 
473184,2,4.0 
473183,6,4.0 
473183,2,4.0 
473181,8,1.0 
473179,6,1.0 
473179,8,10.0 
473178,8,10.0 
473178,2,10.0 
473177,8,6.0 
473176,9,1.0 
473176,8,4.0 
473175,1,3.5 
473175,1,3.5 
473174,7,4.0 
473174,2,10.0 
473173,5,10.0 
473173,6,6.0 
473171,8,10.0 
473169,5,6.0 
473168,2,2.5 
473168,2,2.5 
473167,5,10.0 
473164,2,4.0 
473163,5,4.0 
473162,4,4.0 
473161,6,10.0 
473160,9,8.0 
473160,9,8.0 
473159,5,10.0 
473155,1,6.0 
473153,5,10.0 
473152,7,4.0 
473151,4,6.0 
473150,5,4.0 
473147,6,10.0 
473146,8,10.0 
473146,3,4.0 
473141,6,6.0 
473139,7,6.0 
473138,2,4.0 
473138,7,1.0 
473137,9,6.0 
473135,7,10.0 
473134,5,10.0 
473133,4,6.0 
473132,1,1.0 
473131,1,10.0 
473129,5,1.0 
473128,7,6.0 
473128,7,6.0 
473128,5,4.0 
473127,2,10.0 
473124,2,1.0 
473122,2,1.0 
473122,6,4.0 
473121,8,6.0 
473116,9,6.0 
473115,1,4.0 
473115,7,4.0 
473115,8,6.0 
473114,9,6.0 
473112,6,10.0 
473112,5,6.0 
473111,2,10.0 
473111,8,4.0 
473109,9,6.0 
473109,1,1.0 
473107,7,10.0 
473105,4,10.0 
473104,3,4.0 
473102,1,4.0 
473101,7,4.0 
473101,1,1.0 
473100,2,10.0 
473098,8,4.0 
473098,4,6.0 
473098,6,6.0 
473095,5,1.0 
473093,4,10.0 
473093,8,6.0 
473088,3,4.0 
473088,7,4.0 
473087,5,1.0 
473087,2,6.0 
473087,9,10.0 
473087,7,4.0 
473086,2,4.0 
473085,5,6.0 
473084,4,4.0 
473078,6,10.0 
473077,3,6.0 
473075,8,1.0 
473075,7,10.0 
473075,4,4.0 
473074,4,10.0 
473074,2,4.0 
473074,1,6.0 
473073,6,6.0 
473071,1,10.0 
473070,6,10.0 
473070,9,4.0 
473070,6,10.0 
473068,3,10.0 
473065,8,6.0 
473064,8,4.0 
473063,7,4.0 
473062,6,6.0 
473061,4,10.0 
473057,1,6.0 
473053,6,1.0 
473052,4,4.0 
473046,5,1.0 
473042,4,1.0 
473040,2,4.0 
473038,4,10.0 
473037,1,4.0 
473035,8,4.0 
473034,5,5.0 
473034,5,5.0 
473034,5,5.0 
473033,5,10.0 
473032,2,1.0 
473029,8,10.0 
473029,6,4.0 
473028,4,6.0 
473028,8,4.0 
473028,5,6.0 
473027,8,4.0 
473027,6,4.0 
473024,7,4.0 
473024,5,1.0 
473023,9,10.0 
473023,4,4.0 
473022,7,10.0 
473022,5,6.0 
473017,8,3.5 
473017,8,3.5 
473013,5,10.0 
473013,6,10.0 
473010,2,1.0 
473009,6,6.0 
473009,8,6.0 
473009,4,1.0 
473009,6,6.0 
473006,5,1.0 
473006,1,10.0 
473006,7,2.5 
473006,4,10.0 
473006,7,2.5 
473005,2,10.0 
473005,4,6.0 
473004,1,4.0 
473000,5,4.0 
473000,2,6.0 
472999,7,6.0 
472997,2,6.0 
472997,9,4.0 
472996,5,4.0 
472996,8,10.0 
472995,3,5.5 
472995,6,4.0 
472995,7,1.0 
472995,3,5.5 
472993,8,6.0 
472992,3,1.0 
472989,6,10.0 
472987,1,10.0 
472983,4,10.0 
472982,3,4.0 
472981,9,4.0 
472978,7,10.0 
472977,9,1.0 
472975,5,10.0 
472973,6,6.0 
472973,1,10.0 
472970,3,4.0 
472970,5,5.5 
472970,5,5.5 
472968,7,4.0 
472965,8,1.0 
472964,4,10.0 
472963,3,4.0 
472960,1,6.0 
472959,2,6.0 
472958,3,4.0 
472957,9,4.0 
472953,4,10.0 
472952,4,6.0 
472950,4,10.0 
472950,7,4.0 
472950,9,10.0 
472949,5,6.0 
472949,1,4.0 
472947,4,1.0 
472945,1,6.0 
472944,3,6.0 
472942,8,10.0 
472941,7,1.0 
472940,9,10.0 
472940,2,4.0 
472940,8,1.0 
472937,6,1.0 
472937,8,10.0 
472935,3,6.0 
472934,3,10.0 
472933,4,4.0 
472931,1,4.0 
472930,1,6.0 
472930,6,6.0 
472928,2,1.0 
472926,5,1.0 
472926,3,1.0 
472925,1,1.0 
472921,4,10.0 
472921,8,1.0 
472920,5,1.0 
472917,3,10.0 
472916,6,6.0 
472916,4,10.0 
472915,4,1.0 
472914,3,1.0 
472912,8,1.0 
472912,2,4.0 
472911,2,4.0 
472910,5,1.0 
472909,2,1.0 
472909,6,6.0 
472907,6,10.0 
472899,7,4.0 
472898,3,10.0 
472898,6,1.0 
472898,9,1.0 
472897,7,6.0 
472897,5,4.0 
472896,1,1.0 
472895,3,10.0 
472895,4,3.5 
472895,2,4.0 
472895,4,3.5 
472894,1,1.0 
472894,7,10.0 
472894,5,1.0 
472894,6,4.0 
472893,5,1.0 
472892,4,10.0 
472892,8,6.0 
472891,5,6.0 
472889,1,6.0 
472888,3,1.0 
472886,5,4.0 
472886,9,6.0 
472885,8,10.0 
472883,3,10.0 
472882,8,6.0 
472882,4,4.0 
472882,7,5.0 
472882,7,5.0 
472878,1,6.0 
472877,2,4.0 
472876,5,4.0 
472874,5,4.0 
472870,7,6.0 
472865,3,4.0 
472865,5,4.0 
472865,4,6.0 
472864,4,6.0 
472863,2,6.0 
472863,1,6.0 
472863,8,10.0 
472863,3,4.0 
472862,5,10.0 
472862,3,6.0 
472861,4,6.0 
472860,7,6.0 
472860,7,6.0 
472860,5,4.0 
472859,3,1.0 
472859,9,10.0 
472857,1,6.0 
472856,3,10.0 
472852,7,1.0 
472850,5,1.0 
472843,1,4.0 
472843,2,1.0 
472842,9,4.0 
472842,1,6.0 
472840,9,1.0 
472838,6,1.0 
472838,3,6.0 
472838,1,10.0 
472835,6,10.0 
472833,9,10.0 
472831,2,4.0 
472828,7,4.0 
472827,6,1.0 
472826,2,4.0 
472822,6,4.0 
472821,9,4.0 
472820,7,4.0 
472820,5,6.0 
472819,2,4.0 
472819,4,6.0 
472819,9,1.0 
472819,8,6.0 
472817,2,1.0 
472817,7,6.0 
472816,8,4.0 
472815,8,3.5 
472815,8,3.5 
472814,9,4.0 
472813,4,4.0 
472812,7,1.0 
472811,2,6.0 
472810,4,6.0 
472808,1,4.0 
472808,5,10.0 
472806,9,1.0 
472805,1,10.0 
472805,3,4.0 
472804,7,3.5 
472804,7,3.5 
472803,8,4.0 
472801,5,1.0 
472801,6,6.0 
472801,1,6.0 
472799,8,6.0 
472796,5,4.0 
472788,3,4.0 
472788,1,6.0 
472787,2,10.0 
472786,6,4.0 
472785,2,10.0 
472784,3,10.0 
472784,1,6.0 
472784,7,10.0 
472783,3,4.0 
472781,1,4.0 
472781,9,6.0 
472781,9,6.0 
472778,9,10.0 
472777,1,10.0 
472777,7,4.0 
472776,6,10.0 
472775,8,6.0 
472774,4,10.0 
472774,2,1.0 
472773,5,1.0 
472772,9,4.0 
472770,4,1.0 
472770,2,6.0 
472769,8,1.0 
472768,1,6.0 
472767,9,1.0 
472766,8,6.0 
472765,8,1.0 
472763,8,4.0 
472762,5,6.0 
472762,8,6.0 
472760,1,1.0 
472759,8,10.0 
472759,8,10.0 
472759,5,1.0 
472756,4,6.0 
472755,4,5.0 
472755,4,5.0 
472754,4,4.0 
472753,7,4.0 
472752,8,10.0 
472750,1,10.0 
472749,2,6.0 
472749,5,4.0 
472747,7,6.0 
472744,8,10.0 
472743,5,6.0 
472742,8,1.0 
472741,4,8.0 
472741,4,8.0 
472740,8,1.0 
472740,6,6.0 
472738,6,5.5 
472738,5,6.0 
472738,6,5.5 
472736,6,1.0 
472735,2,6.0 
472735,8,1.0 
472735,9,4.0 
472734,4,6.0 
472731,2,4.0 
472731,9,4.0 
472729,6,4.0 
472727,4,10.0 
472725,4,1.0 
472725,9,1.0 
472724,3,6.0 
472723,5,1.0 
472723,6,10.0 
472722,5,1.0 
472717,9,4.0 
472713,8,1.0 
472713,5,6.0 
472712,2,1.0 
472711,9,10.0 
472710,2,10.0 
472710,4,6.0 
472709,7,6.0 
472708,4,4.0 
472707,9,10.0 
472707,3,4.0 
472706,8,1.0 
472706,1,10.0 
472705,3,6.0 
472705,7,4.0 
472705,1,10.0 
472703,8,1.0 
472702,5,6.0 
472701,3,6.0 
472700,6,10.0 
472698,2,10.0 
472697,7,10.0 
472694,1,1.0 
472692,7,1.0 
472692,7,1.0 
472692,5,4.0 
472691,6,1.0 
472687,4,10.0 
472686,9,1.0 
472685,5,10.0 
472685,3,10.0 
472681,1,6.0 
472681,5,6.0 
472681,2,10.0 
472680,2,1.0 
472679,9,10.0 
472678,4,8.0 
472678,4,8.0 
472676,9,1.0 
472676,4,4.0 
472674,4,4.0 
472671,8,6.0 
472671,6,4.0 
472671,1,1.0 
472670,2,10.0 
472670,7,3.5 
472670,2,10.0 
472670,7,3.5 
472669,2,6.0 
472668,5,6.0 
472666,3,10.0 
472666,4,6.0 
472665,4,6.0 
472664,2,4.0 
472663,4,10.0 
472662,7,4.0 
472662,5,1.0 
472662,6,1.0 
472661,4,4.0 
472661,5,1.0 
472659,3,1.0 
472658,9,10.0 
472658,3,10.0 
472658,2,6.0 
472656,5,4.0 
472649,4,4.0 
472646,7,6.0 
472645,6,6.0 
472645,2,5.5 
472645,2,5.5 
472643,9,1.0 
472642,3,4.0 
472641,9,4.0 
472640,2,10.0 
472635,6,10.0 
472635,6,10.0 
472634,8,8.0 
472634,8,8.0 
472632,3,7.0 
472632,3,7.0 
472631,9,8.0 
472631,9,8.0 
472629,4,10.0 
472629,6,10.0 
472627,1,6.0 
472625,9,1.0 
472625,8,3.5 
472625,7,4.0 
472625,8,3.5 
472625,2,10.0 
472624,5,6.0 
472621,6,1.0 
472620,7,1.0 
472620,2,10.0 
472619,4,1.0 
472617,8,10.0 
472615,4,1.0 
472615,2,4.0 
472614,5,1.0 
472613,2,6.0 
472613,8,1.0 
472612,1,6.0 
472610,3,4.0 
472609,4,6.0 
472609,2,1.0 
472608,9,6.0 
472607,6,1.0 
472607,5,4.0 
472605,7,10.0 
472605,5,10.0 
472605,4,1.0 
472604,6,1.0 
472603,9,1.0 
472603,2,10.0 
472602,8,6.0 
472600,6,6.0 
472600,9,4.0 
472599,1,6.0 
472598,9,1.0 
472593,7,1.0 
472592,3,6.0 
472587,8,10.0 
472586,5,10.0 
472586,4,10.0 
472583,7,1.0 
472582,7,1.0 
472582,9,4.0 
472581,6,4.0 
472580,4,1.0 
472579,7,1.0 
472578,1,4.0 
472577,5,4.0 
472577,3,1.0 
472576,7,6.0 
472574,1,10.0 
472574,6,10.0 
472574,3,1.0 
472565,5,1.0 
472559,8,10.0 
472559,2,1.0 
472558,8,4.0 
472556,7,6.0 
472554,4,10.0 
472553,3,1.0 
472552,8,10.0 
472551,4,4.0 
472549,6,1.0 
472547,1,4.0 
472546,5,6.0 
472546,9,6.0 
472545,4,10.0 
472545,1,1.0 
472543,1,4.0 
472541,2,1.0 
472541,1,10.0 
472541,7,10.0 
472539,6,10.0 
472539,5,1.0 
472539,8,1.0 
472537,2,4.0 
472536,6,10.0 
472535,5,6.0 
472535,9,6.0 
472534,4,10.0 
472533,8,10.0 
472532,8,1.0 
472532,4,6.0 
472531,4,10.0 
472530,5,4.0 
472530,6,1.0 
472528,5,10.0 
472522,5,6.0 
472520,4,4.0 
472519,2,6.0 
472519,7,10.0 
472517,9,4.0 
472517,7,6.0 
472516,6,10.0 
472516,7,4.0 
472514,1,1.0 
472512,6,1.0 
472511,8,1.0 
472511,7,6.0 
472510,2,10.0 
472510,3,6.0 
472508,4,10.0 
472508,7,4.0 
472508,6,4.0 
472505,1,6.0 
472505,3,4.0 
472504,9,10.0 
472503,5,1.0 
472501,4,6.0 
472501,9,1.0 
472499,4,1.0 
472498,6,10.0 
472498,9,1.0 
472497,8,6.0 
472497,8,6.0 
472496,8,10.0 
472495,3,6.0 
472494,2,1.0 
472493,2,1.0 
472492,9,6.0 
472489,8,10.0 
472489,9,4.0 
472489,7,6.0 
472489,9,4.0 
472488,3,10.0 
472487,4,10.0 
472486,9,1.0 
472485,1,10.0 
472483,1,6.0 
472482,2,6.0 
472480,8,10.0 
472478,4,10.0 
472470,7,6.0 
472470,9,6.0 
472470,1,1.0 
472467,4,10.0 
472466,7,1.0 
472465,5,6.0 
472464,3,4.0 
472464,9,1.0 
472461,2,1.0 
472459,7,4.0 
472458,5,1.0 
472456,1,4.0 
472455,2,6.0 
472454,5,6.0 
472454,2,1.0 
472453,9,10.0 
472452,5,4.0 
472451,6,4.0 
472450,8,6.0 
472447,4,1.0 
472445,3,1.0 
472445,2,4.0 
472445,9,6.0 
472444,1,10.0 
472443,9,1.0 
472442,1,6.0 
472440,2,6.0 
472436,5,4.0 
472435,2,6.0 
472432,1,10.0 
472432,6,10.0 
472431,7,10.0 
472431,6,6.0 
472428,8,1.0 
472427,3,4.0 
472425,3,1.0 
472425,8,4.0 
472423,7,1.0 
472421,5,6.0 
472418,7,4.0 
472417,3,6.0 
472415,9,1.0 
472414,6,4.0 
472409,7,6.0 
472409,6,10.0 
472408,8,10.0 
472408,7,4.0 
472408,1,1.0 
472407,1,6.0 
472405,4,10.0 
472404,2,4.0 
472403,6,4.0 
472401,2,1.0 
472399,7,2.66 
472399,5,10.0 
472399,7,2.66 
472399,7,2.66 
472398,2,1.0 
472398,6,10.0 
472398,7,5.0 
472398,7,5.0 
472396,4,1.0 
472395,6,10.0 
472395,2,6.0 
472395,9,1.0 
472395,3,4.0 
472395,1,1.0 
472395,5,4.0 
472392,7,1.0 
472390,2,10.0 
472390,9,10.0 
472390,4,6.0 
472389,3,4.0 
472388,2,4.0 
472388,3,4.0 
472387,6,10.0 
472385,8,1.0 
472384,5,4.0 
472384,4,10.0 
472383,4,4.0 
472381,7,6.0 
472379,1,1.0 
472379,5,4.0 
472378,8,10.0 
472376,3,6.0 
472374,1,2.5 
472374,4,1.0 
472374,1,2.5 
472371,5,10.0 
472369,5,5.0 
472369,7,4.0 
472369,5,5.0 
472366,7,6.0 
472362,7,6.0 
472358,1,4.0 
472358,5,1.0 
472357,3,4.0 
472356,1,10.0 
472356,4,1.0 
472355,7,1.0 
472355,4,4.0 
472354,2,10.0 
472352,2,6.0 
472351,5,4.0 
472350,1,4.0 
472348,9,10.0 
472345,7,4.0 
472345,8,10.0 
472343,5,6.0 
472343,9,1.0 
472342,3,10.0 
472341,9,1.0 
472339,2,10.0 
472338,9,4.0 
472337,2,6.0 
472336,3,6.0 
472334,5,6.0 
472333,5,10.0 
472331,2,10.0 
472331,8,10.0 
472331,5,10.0 
472327,4,10.0 
472326,8,1.0 
472325,3,10.0 
472323,5,1.0 
472314,8,6.0 
472313,8,10.0 
472310,7,10.0 
472309,9,4.0 
472308,1,1.0 
472307,2,6.0 
472306,3,6.0 
472306,3,6.0 
472302,2,1.0 
472302,5,6.0 
472297,1,4.0 
472296,6,4.0 
472296,6,4.0 
472296,4,6.0 
472296,5,1.0 
472295,8,1.0 
472294,8,6.0 
472292,7,6.0 
472290,8,1.0 
472290,8,1.0 
472286,2,6.0 
472286,1,10.0 
472285,6,1.0 
472281,6,4.0 
472280,8,1.0 
472278,9,10.0 
472276,6,10.0 
472275,9,1.0 
472270,7,10.0 
472267,8,10.0 
472267,5,10.0 
472263,4,1.0 
472261,5,10.0 
472260,8,1.0 
472260,7,6.0 
472259,9,10.0 
472259,2,10.0 
472256,8,6.0 
472255,8,6.0 
472254,3,1.0 
472254,6,10.0 
472253,3,4.0 
472252,3,4.0 
472251,5,6.0 
472250,3,4.0 
472249,9,4.0 
472248,8,1.0 
472247,5,4.0 
472246,2,1.0 
472245,7,4.0 
472245,4,3.5 
472245,4,3.5 
472243,5,4.0 
472238,7,10.0 
472237,2,6.0 
472236,6,10.0 
472235,8,6.0 
472234,4,10.0 
472233,7,10.0 
472232,8,6.0 
472229,3,6.0 
472229,5,1.0 
472228,4,6.0 
472224,6,10.0 
472222,8,10.0 
472222,3,4.0 
472221,6,4.0 
472220,2,4.0 
472220,5,1.0 
472220,2,4.0 
472216,4,10.0 
472216,2,4.0 
472214,6,1.0 
472213,1,6.0 
472212,2,4.0 
472212,4,1.0 
472209,7,1.0 
472206,5,6.0 
472204,5,4.0 
472204,8,6.0 
472200,1,10.0 
472200,2,10.0 
472199,2,10.0 
472199,7,10.0 
472197,2,1.0 
472195,3,6.0 
472194,8,6.0 
472194,7,2.5 
472194,7,2.5 
472194,4,1.0 
472193,6,6.0 
472190,1,4.0 
472190,6,1.0 
472189,3,10.0 
472188,4,10.0 
472188,9,10.0 
472186,5,10.0 
472186,7,6.0 
472185,5,10.0 
472185,1,1.0 
472184,1,10.0 
472183,6,1.0 
472181,2,10.0 
472181,5,3.5 
472181,5,3.5 
472181,6,10.0 
472179,8,6.0 
472178,7,6.0 
472176,2,6.0 
472176,3,4.0 
472175,9,6.0 
472174,9,1.0 
472174,1,6.0 
472174,4,4.0 
472174,8,10.0 
472170,3,10.0 
472165,8,6.0 
472165,7,10.0 
472165,1,6.0 
472164,9,1.0 
472163,5,10.0 
472161,3,10.0 
472160,9,4.0 
472159,4,6.0 
472159,3,1.0 
472158,9,1.0 
472157,4,6.0 
472155,1,10.0 
472150,9,10.0 
472148,6,4.0 
472147,3,6.0 
472147,2,4.0 
472146,4,6.0 
472146,5,1.0 
472144,4,10.0 
472142,4,1.0 
472140,6,6.0 
472139,2,4.0 
472138,4,4.0 
472138,4,4.0 
472138,5,10.0 
472137,2,10.0 
472136,5,4.0 
472136,1,4.0 
472135,9,6.0 
472133,5,1.0 
472132,3,6.0 
472132,4,4.0 
472129,7,10.0 
472126,8,6.0 
472125,3,1.0 
472125,9,4.0 
472125,6,10.0 
472123,9,10.0 
472121,3,6.0 
472120,6,1.0 
472120,9,6.0 
472117,2,10.0 
472117,4,4.0 
472116,9,4.0 
472115,7,4.0 
472115,5,10.0 
472114,8,4.0 
472113,7,1.0 
472111,4,5.5 
472111,4,5.5 
472110,8,2.5 
472110,6,4.0 
472110,8,2.5 
472104,3,6.0 
472103,8,10.0 
472103,8,10.0 
472102,2,10.0 
472101,6,1.0 
472100,7,1.0 
472100,2,10.0 
472099,6,1.0 
472098,7,1.0 
472096,5,10.0 
472095,7,5.0 
472095,7,5.0 
472095,2,10.0 
472093,5,6.0 
472091,3,10.0 
472087,4,1.0 
472086,1,6.0 
472085,7,4.0 
472085,4,6.0 
472085,8,6.0 
472084,1,1.0 
472084,8,6.0 
472084,4,10.0 
472084,4,10.0 
472084,5,1.0 
472080,8,4.0 
472077,7,10.0 
472076,8,10.0 
472076,5,4.0 
472075,9,6.0 
472074,8,6.0 
472073,2,10.0 
472072,6,1.0 
472072,1,6.0 
472071,2,6.0 
472069,5,1.0 
472067,5,1.0 
472066,8,8.0 
472066,8,8.0 
472065,5,6.0 
472061,5,10.0 
472060,6,1.0 
472058,1,1.0 
472058,4,6.0 
472058,1,1.0 
472053,7,1.0 
472053,8,1.0 
472051,2,4.0 
472051,3,6.0 
472051,6,4.0 
472050,8,10.0 
472050,2,1.0 
472049,6,1.0 
472047,9,10.0 
472046,7,1.0 
